1,0,0
2,3.6660978,3.0550815
3,7.3321956,6.110163
4,10.9982934,9.1652445
5,14.6643912,12.220326
6,18.330489,15.2754075
7,21.9965868,18.330489
8,25.6626846,21.3855705
9,29.3287824,24.440652
10,32.9948802,27.4957335
11,36.660978,30.550815
12,40.3270758,33.6058965
13,43.9931736,36.660978
14,47.6592714,39.7160595
15,51.3253692,42.771141
16,54.991467,45.8262225
17,58.742178,48.881304
18,62.492889,51.9363855
19,66.2436,54.991467
20,69.994311,57.9920358
21,73.745022,60.9926046
22,77.495733,63.9931734
23,81.246444,66.9937422
24,84.997155,69.994311
25,88.747866,72.9948798
26,92.498577,75.9954486
27,96.249288,78.9960174
28,99.999999,81.9965862
29,,84.997155
30,,87.9977238
31,,90.9982926
32,,93.9988614
33,,96.9994302
